14VOR N031.14.18.071 E121.19.54.869
AM305 N024.56.21.998 E118.26.47.000
AM401 N024.10.45.998 E117.33.02.002
AM404 N024.45.20.999 E118.13.54.998
AM405 N024.59.13.999 E118.08.25.001
AM406 N024.23.52.001 E117.48.45.000
AM407 N024.51.54.000 E118.21.22.000
AM501 N024.35.32.399 E118.11.44.300
AM502 N024.09.27.000 E118.10.00.001
AM503 N024.28.23.002 E118.01.39.000
AMURI N024.42.01.001 E118.10.07.000
ANDNG N030.36.59.000 E121.51.29.999
ANISA N028.18.02.002 E114.59.37.000
ANQIG N030.53.52.001 E116.53.40.999
APAKA N023.51.50.000 E118.26.39.998
APITO N029.34.59.999 E124.00.00.000
ATLED N036.31.54.001 E120.22.44.000
ATRIP N030.36.47.999 E121.46.59.999
ATSAB N025.05.35.999 E118.37.05.999
ATVAD N033.17.44.999 E118.51.15.001
ATVIM N033.56.53.999 E117.12.18.000
AVBIK N036.31.10.999 E120.33.38.002
AVLOG N031.58.59.999 E117.17.26.999
B N024.23.24.000 E117.49.12.000
B N027.39.47.999 E121.07.30.000
B N031.42.18.000 E120.19.59.999
B N032.09.39.769 E119.41.14.741
BASOV N037.27.24.001 E118.13.00.001
BAVIK N030.22.00.001 E121.37.54.001
BEGMO N028.00.00.000 E121.49.59.999
BELLO N024.27.51.070 E118.31.37.060
BELOP N030.36.47.999 E121.27.24.001
BEMAG N026.01.04.001 E114.00.02.999
BINOR N035.00.00.000 E121.01.18.001
BINUS N023.50.28.000 E117.24.14.000
BIPIM N032.33.56.002 E116.10.57.000
BOLEX N031.00.00.000 E123.00.00.000
BONGI N031.00.00.000 E122.38.53.002
BS001 N024.17.57.998 E118.40.01.999
BS002 N024.17.38.681 E118.16.34.450
C N031.47.11.299 E119.59.56.170
C N037.47.12.109 E120.56.10.360
CD01 N034.53.36.449 E118.24.00.169
CD01 N036.41.59.420 E117.12.54.000
CD02 N029.09.48.240 E119.56.38.850
CD03 N024.40.52.522 E118.30.31.511
CD03 N025.44.46.651 E119.33.59.332
CD03 N027.44.40.859 E120.45.15.840
CD03 N028.42.01.400 E115.49.22.080
CD03 N031.21.39.521 E120.21.37.469
CD03 N037.01.46.200 E122.10.24.330
CD04 N033.18.22.730 E120.04.11.690
CD04 N033.39.01.750 E119.00.11.599
CD05 N024.25.37.150 E117.58.38.050
CD06 N031.39.30.218 E118.42.22.169
CD07 N030.08.18.352 E120.13.45.120
CD09 N034.02.07.501 E117.21.23.389
CD11 N031.58.14.790 E119.35.18.172
CD13 N029.50.39.959 E118.03.29.880
CD13 N029.57.32.270 E121.12.11.300
CD15 N032.08.03.700 E116.52.32.149
CD17 N036.25.31.282 E120.19.28.430
CD17L N031.20.29.879 E121.43.08.339
CD18 N030.07.12.961 E122.19.58.231
CD18 N032.12.42.631 E120.58.37.268
CD18L N031.21.12.420 E121.19.29.561
CD19 N035.12.24.131 E118.24.11.970
CD19 N037.01.30.900 E117.12.54.000
CD20 N029.31.49.440 E120.05.41.449
CD21 N024.57.44.482 E118.40.36.638
CD21 N026.04.45.952 E119.45.14.051
CD21 N028.05.18.629 E120.57.36.652
CD21 N029.01.07.680 E115.58.34.640
CD21 N031.38.16.840 E120.28.42.539
CD21 N037.20.24.090 E122.18.00.151
CD22 N024.24.12.982 E116.13.54.160
CD22 N033.33.55.552 E120.19.07.658
CD22 N033.55.38.572 E119.14.39.210
CD23 N024.39.18.799 E118.18.43.409
CD24 N031.49.45.368 E119.01.33.701
CD25 N030.17.38.630 E120.34.49.732
CD27 N034.03.59.630 E117.44.56.900
CD29 N031.51.00.511 E119.58.25.990
CD31 N029.42.11.081 E121.39.12.251
CD33 N031.50.21.361 E117.04.31.559
CD35 N032.24.14.828 E119.45.47.340
CD35 N036.03.27.961 E120.26.45.881
CD36 N029.45.10.519 E122.21.35.122
CD36 N031.55.40.649 E120.58.58.220
CD36L N031.02.22.582 E121.19.59.999
CD36R N031.02.23.438 E121.20.38.371
CF03 N024.40.43.550 E118.30.47.138
CF17 N032.43.45.851 E119.40.26.591
CF21 N024.57.17.399 E118.41.26.930
CF21 N026.02.57.610 E119.43.49.609
CF23 N037.47.28.972 E121.07.44.951
CF36 N029.45.17.251 E122.22.53.029
CG103 N031.59.15.000 E119.33.37.001
CG104 N032.04.18.998 E119.35.48.998
CG105 N032.13.34.000 E119.39.46.001
CG106 N031.54.09.000 E119.31.27.998
CG107 N032.01.41.999 E119.44.11.000
CG108 N031.48.41.000 E119.49.00.001
CG109 N031.49.00.001 E119.29.19.000
CG110 N031.46.01.999 E120.01.50.002
CG203 N031.50.58.999 E120.00.05.000
CG204 N031.56.03.998 E120.02.15.000
CG205 N031.58.22.001 E119.54.54.000
CG206 N031.45.55.001 E119.57.51.998
CG207 N031.52.09.001 E119.37.54.001
CG301 N031.49.31.001 E119.56.07.001
CG302 N032.09.38.999 E119.41.13.999
CG303 N031.46.59.999 E119.23.55.000
CG304 N032.19.10.999 E119.37.41.002
CHARE N027.48.57.240 E120.56.40.549
CI01Y N034.53.36.499 E118.24.47.999
CI01Y N036.41.55.860 E117.12.57.510
CI02 N029.09.29.570 E119.57.43.711
CI03 N027.44.42.079 E120.45.13.021
CI03 N037.01.52.298 E122.09.50.231
CI03Y N025.44.22.229 E119.33.12.820
CI03Z N028.42.09.788 E115.49.27.199
CI03Z N031.21.26.759 E120.22.14.520
CI04 N033.17.51.230 E120.04.54.840
CI04 N033.38.55.889 E119.00.10.490
CI05Y N024.26.03.350 E117.58.26.980
CI06 N031.39.31.910 E118.42.22.298
CI06Y N030.09.15.019 E120.13.09.721
CI07 N031.38.35.300 E118.43.00.059
CI07W N031.37.22.069 E118.40.43.162
CI07Y N030.08.17.930 E120.13.45.599
CI09 N034.02.45.110 E117.21.17.482
CI11 N031.58.40.598 E119.35.24.788
CI13 N029.51.32.738 E118.04.16.190
CI13 N029.58.10.988 E121.12.40.381
CI15Y N032.08.07.271 E116.52.37.042
CI16L N031.18.07.250 E121.45.45.180
CI16R N031.18.48.848 E121.45.11.959
CI17L N031.20.28.450 E121.43.04.490
CI17R N031.20.16.631 E121.42.50.440
CI17Y N036.25.30.871 E120.19.25.118
CI18 N030.07.18.901 E122.20.40.369
CI18 N032.12.42.869 E120.58.31.451
CI19Y N035.12.25.402 E118.24.47.999
CI19Y N037.01.27.689 E117.12.57.330
CI1LY N031.21.17.010 E121.19.39.749
CI1RY N031.21.09.781 E121.19.26.321
CI21 N028.05.16.930 E120.57.39.431
CI21 N037.20.32.381 E122.17.38.461
CI21Y N026.04.55.628 E119.44.47.699
CI21Z N029.01.10.020 E115.58.39.479
CI21Z N031.38.06.950 E120.29.22.538
CI22 N033.33.32.620 E120.19.44.429
CI22 N033.55.39.310 E119.14.35.509
CI23Y N024.40.12.670 E118.18.15.480
CI24 N030.18.33.548 E120.34.08.350
CI24 N031.49.47.201 E119.01.34.849
CI25 N031.48.50.681 E119.02.12.570
CI25Y N030.17.38.918 E120.34.49.750
CI27 N034.04.18.908 E117.44.55.810
CI29 N031.51.25.481 E119.58.41.858
CI31 N029.42.47.059 E121.39.37.699
CI33Y N031.50.24.580 E117.04.36.502
CI34L N030.57.47.999 E121.53.08.002
CI34R N030.58.45.638 E121.53.03.379
CI35 N032.24.15.480 E119.45.48.910
CI35L N030.55.29.791 E121.52.11.921
CI35R N030.56.60.000 E121.51.42.001
CI35Y N036.03.23.940 E120.26.27.848
CI36 N031.55.40.879 E120.59.05.971
CI3LY N031.02.43.249 E121.20.26.812
CI3RY N031.02.27.960 E121.20.41.370
CN03 N037.03.45.709 E122.10.33.589
CN09 N034.02.43.418 E117.21.49.889
CN102 N028.44.56.000 E115.50.47.000
CN103 N028.40.37.999 E115.48.42.998
CN104 N028.44.11.000 E115.39.15.001
CN105 N028.54.36.000 E115.44.25.001
CN107 N028.38.30.998 E115.54.22.000
CN108 N028.42.25.999 E115.43.48.000
CN109 N028.24.51.998 E115.47.49.999
CN203 N029.02.31.999 E115.59.20.000
CN204 N029.00.24.001 E116.04.59.999
CN205 N028.48.55.001 E115.59.25.001
CN207 N028.53.42.000 E115.47.21.998
CN208 N028.07.36.998 E115.34.34.000
CN209 N029.04.27.998 E115.54.11.002
CN36 N031.57.24.970 E120.58.57.551
COMPA N026.05.19.100 E120.04.18.098
CQ03 N026.00.16.330 E119.53.15.961
CQ03 N028.42.09.590 E115.49.28.178
CQ18 N030.05.25.148 E122.20.51.731
CQ19 N037.00.36.850 E117.12.57.539
CUBON N023.57.02.401 E118.57.26.392
CX03 N026.00.26.521 E119.53.07.800
D N024.50.53.999 E118.20.53.999
D N027.51.11.999 E121.07.30.000
D N031.49.02.420 E119.29.15.569
D N037.34.45.980 E121.39.48.301
D001L N037.01.59.171 E117.11.51.270
D002O N025.03.31.450 E118.35.08.401
D002Q N030.25.25.748 E120.29.26.030
D003D N036.03.05.911 E120.17.04.610
D003J N036.08.35.801 E120.16.40.328
D003K N036.09.18.000 E120.16.36.001
D003P N031.25.48.781 E121.46.03.112
D004J N029.02.37.381 E115.54.53.341
D005G N036.56.48.530 E117.12.54.000
D005S N037.09.13.489 E117.12.54.000
D008E N036.54.59.980 E117.13.13.570
D008I N024.57.12.100 E118.36.26.212
D008N N025.02.12.271 E118.36.49.900
D008O N030.10.54.829 E122.22.44.551
D008R N030.03.49.140 E119.40.41.131
D010G N027.51.29.549 E120.38.26.650
D010M N037.02.28.111 E117.14.15.641
D010X N036.41.41.449 E120.24.09.101
D013P N028.41.59.561 E115.58.38.302
D014L N037.02.03.901 E117.15.17.010
D014N N029.33.44.078 E120.04.17.872
D015F N029.25.35.951 E120.02.56.270
D016J N031.39.56.729 E120.28.10.981
D017E N037.16.08.170 E122.14.38.602
D017J N037.20.58.492 E122.15.34.160
D017R N037.29.12.001 E122.17.17.999
D019I N030.05.40.009 E122.23.58.589
D019J N029.02.55.770 E115.57.54.461
D021M N025.00.16.981 E118.39.46.969
D022M N025.00.30.161 E118.40.06.949
D024L N030.19.49.501 E120.34.41.059
D024M N028.07.31.649 E120.56.42.810
D025Z N036.41.40.679 E120.32.01.208
D026E N037.20.03.818 E122.17.34.620
D026L N024.59.10.230 E118.40.35.569
D028K N030.18.52.780 E120.35.13.319
D029L N024.59.00.830 E118.41.15.760
D030I N026.03.18.929 E119.44.01.590
D030Z N036.41.20.821 E120.35.30.008
D031I N031.37.44.108 E120.30.22.021
D031M N037.34.41.999 E121.28.18.001
D032N N029.32.17.722 E120.08.59.201
D032O N027.58.16.601 E120.45.45.202
D033A N024.50.17.610 E118.36.54.608
D033G N024.58.00.930 E118.42.00.000
D033K N031.39.39.460 E120.31.58.030
D033M N024.43.51.701 E118.14.48.638
D033N N024.43.41.380 E118.14.41.842
D035I N031.37.26.951 E120.30.59.681
D036Q N027.59.01.511 E120.47.40.582
D037K N031.39.16.268 E120.32.44.869
D037O N025.56.52.091 E119.32.24.331
D037T N026.01.01.319 E119.35.30.880
D037Y N026.05.10.478 E119.38.37.651
D038J N027.53.24.439 E120.43.56.791
D038J N030.17.32.381 E120.36.49.039
D039M N037.00.57.089 E117.22.07.000
D040I N036.24.47.999 E120.28.18.001
D040M N028.05.46.889 E121.00.05.969
D041I N031.36.57.082 E120.31.53.321
D042B N031.46.57.490 E118.54.42.998
D042R N036.13.35.699 E120.30.46.040
D044G N024.18.57.820 E116.08.48.739
D045I N031.36.34.582 E120.32.26.920
D045N N024.42.47.531 E118.17.48.649
D046L N033.34.21.961 E120.21.34.718
D047I N031.36.36.400 E120.32.59.060
D047L N032.13.49.361 E116.55.58.249
D047T N029.50.30.188 E121.04.51.560
D048O N032.15.30.510 E116.57.49.208
D049L N033.33.56.610 E120.22.07.658
D049M N033.55.50.941 E119.17.31.470
D049N N024.42.06.188 E118.18.33.790
D049O N024.24.15.300 E116.16.13.091
D049Y N026.02.14.572 E119.43.13.328
D050G N037.45.45.799 E121.05.56.270
D050I N031.02.05.831 E121.59.21.199
D050L N024.41.52.379 E118.10.19.402
D050O N031.06.59.569 E122.04.51.730
D050R N024.46.19.268 E118.15.14.580
D050S N024.46.59.999 E118.16.23.999
D050Y N024.50.53.999 E118.20.53.999
D052M N029.28.34.770 E120.12.21.730
D053N N024.41.06.929 E118.18.55.159
D054K N024.54.57.758 E118.44.34.530
D055K N030.15.49.972 E120.39.58.280
D055L N030.16.08.861 E120.40.25.241
D056D N031.32.12.001 E120.29.35.999
D056N N024.40.36.682 E118.19.28.780
D056N N031.53.37.140 E119.05.41.741
D059G N037.19.37.290 E122.22.38.269
D059N N024.40.08.411 E118.20.11.400
D060L N030.15.37.069 E120.41.35.250
D061T N029.47.00.370 E121.08.11.609
D061Y N029.49.49.940 E121.12.56.470
D062E N031.53.33.940 E118.56.40.740
D062J N031.56.12.952 E119.01.39.871
D062K N031.46.34.849 E119.08.56.641
D062L N031.56.44.722 E119.02.39.728
D062M N031.52.03.450 E119.05.51.158
D062N N031.50.45.038 E119.05.47.839
D062O N031.51.37.451 E119.05.02.360
D064F N037.18.46.069 E122.22.16.579
D066I N031.26.23.662 E121.59.30.761
D066J N031.26.53.588 E122.00.31.590
D067C N030.15.35.759 E120.30.11.891
D067H N030.17.46.529 E120.32.23.219
D067L N036.55.48.180 E117.25.51.290
D067M N037.29.18.049 E121.35.46.421
D067N N036.56.46.061 E117.27.53.899
D068E N031.53.04.200 E118.57.00.022
D068G N036.01.55.841 E120.24.53.381
D068K N031.55.41.909 E119.03.20.390
D071C N036.00.03.200 E120.20.58.459
D071E N031.31.43.961 E120.30.42.592
D072H N036.53.07.440 E117.22.04.760
D073N N031.50.12.322 E119.08.12.851
D074J N029.23.56.951 E120.12.39.110
D074M N028.00.00.000 E121.04.59.999
D074O N029.25.33.161 E120.18.07.009
D074R N037.46.25.432 E120.53.50.280
D075O N024.18.23.170 E116.19.54.170
D077P N029.54.36.000 E121.45.18.000
D079L N031.10.42.200 E121.33.56.779
D082H N031.12.05.839 E121.56.12.509
D082I N033.27.29.689 E120.22.19.139
D082K N033.28.00.001 E120.25.00.001
D082O N033.29.06.000 E120.30.00.000
D082V N031.15.09.360 E122.12.01.462
D084F N030.57.13.720 E121.59.40.841
D084J N030.58.05.999 E122.04.05.999
D084O N031.47.48.289 E119.09.57.341
D087B N030.14.40.441 E120.29.34.282
D090I N034.04.25.421 E117.45.26.870
D091I N031.30.29.261 E120.35.49.121
D096K N031.29.48.001 E120.38.48.001
D098H N025.43.40.170 E119.32.15.360
D099M N024.12.26.759 E116.18.05.980
D099Q N024.11.59.579 E116.22.06.989
D100A N031.12.29.858 E121.13.13.688
D100B N031.12.28.109 E121.13.41.599
D100H N029.43.29.971 E118.24.20.570
D100N N029.42.53.539 E118.30.37.732
D100N N031.11.34.660 E121.27.38.790
D100O N031.11.29.231 E121.29.02.490
D100Q N031.11.18.330 E121.31.49.890
D105J N031.43.22.739 E119.04.42.550
D107H N033.44.56.040 E119.16.12.421
D108E N031.49.27.682 E118.57.06.491
D108N N029.46.17.940 E121.43.27.689
D112H N027.53.18.989 E121.00.23.191
D113D N029.18.59.591 E120.06.13.579
D113R N031.44.40.160 E119.11.42.151
D114I N030.11.26.790 E120.37.24.881
D114T N030.07.54.001 E120.49.00.001
D114V N030.06.59.170 E120.52.05.671
D116G N031.05.06.299 E121.27.35.150
D117J N026.08.60.000 E119.43.12.000
D117J N031.42.50.108 E117.17.42.601
D117K N030.04.47.129 E120.41.52.012
D117M N033.41.51.720 E119.21.14.580
D117N N030.03.36.000 E120.45.00.000
D117O N033.41.08.858 E119.23.28.950
D117R N031.39.26.521 E117.26.43.170
D118F N031.05.06.000 E121.26.35.999
D118K N031.42.21.060 E117.18.59.861
D120N N029.43.30.000 E121.42.18.000
D121A N031.29.19.720 E120.27.15.991
D121B N031.29.01.259 E120.28.00.131
D121F N031.27.19.069 E120.32.14.179
D121H N031.26.35.999 E120.34.18.001
D121M N031.24.11.999 E120.40.00.001
D123N N029.42.42.001 E121.41.48.001
D126P N031.36.13.579 E119.08.05.179
D127F N033.43.29.611 E119.12.37.919
D130J N031.49.30.929 E119.56.06.850
D130P N031.46.01.441 E120.01.50.750
D131R N030.56.53.729 E121.37.14.768
D133D N029.41.59.258 E118.18.26.521
D136E N030.05.16.591 E120.34.43.540
D137N N029.40.09.232 E121.39.29.660
D139N N029.39.48.121 E121.39.06.239
D139N N031.36.34.211 E117.29.41.550
D142L N031.13.21.130 E122.00.24.682
D146L N031.37.24.820 E117.26.23.528
D148D N031.37.47.978 E119.00.38.830
D148M N031.49.43.831 E117.06.50.710
D148N N029.38.22.459 E121.37.11.060
D150M N036.39.34.621 E117.21.57.211
D154I N031.57.20.081 E116.51.09.248
D154P N031.51.04.921 E116.55.22.508
D154T N031.47.05.161 E116.58.04.012
D154V N031.03.23.350 E122.04.22.350
D157I N031.38.39.379 E119.08.04.110
D157O N031.51.32.828 E116.54.10.170
D157T N031.46.39.180 E116.57.08.309
D158T N030.52.51.539 E121.57.44.849
D160M N031.48.19.778 E117.03.59.749
D166M N030.43.17.641 E121.57.25.409
D167T N030.50.06.029 E121.56.00.982
D167Y N030.45.02.750 E121.57.54.529
D168J N030.58.44.620 E121.43.42.892
D168K N031.11.36.841 E121.54.45.781
D168N N031.08.44.369 E121.55.50.790
D168O N030.54.56.722 E121.54.29.722
D168P N030.52.32.779 E121.46.02.708
D168Q N030.54.46.400 E121.54.15.818
D169Z N036.24.40.730 E117.21.52.859
D170F N031.40.57.428 E117.19.42.960
D171G N036.10.08.490 E120.24.33.919
D171J N036.07.37.571 E120.25.23.689
D171N N036.03.56.981 E120.26.36.330
D171O N036.02.47.321 E120.26.59.240
D172C N030.52.53.101 E121.53.16.289
D173E N032.27.49.079 E119.44.49.999
D175K N030.56.30.001 E121.22.54.001
D175V N030.45.54.000 E121.25.30.000
D176P N036.01.37.088 E120.25.36.232
D176R N030.52.14.171 E121.50.41.539
D180K N032.22.10.819 E119.44.47.990
D183I N033.37.52.990 E119.07.10.769
D183N N033.32.34.789 E119.07.29.510
D183O N036.02.47.940 E120.23.08.138
D184F N031.07.11.280 E121.20.06.950
D185W N036.26.58.132 E117.12.49.162
D186K N036.38.41.089 E117.12.54.000
D186M N036.36.54.000 E117.13.00.001
D186N N036.36.16.891 E117.12.54.000
D186P N036.33.46.660 E117.12.51.772
D186Q N036.32.58.621 E117.12.54.000
D186Z N025.47.17.999 E119.31.30.000
D187J N032.22.31.508 E119.43.17.749
D188I N029.40.41.981 E121.27.04.270
D188M N031.53.23.201 E120.58.01.531
