16VOR N043.24.16.718 E112.09.40.511
AA512 N040.00.00.698 E116.53.08.599
AA513 N040.01.20.302 E117.05.13.700
AA514 N040.24.49.000 E117.00.52.999
AA515 N040.16.45.199 E115.59.57.901
AA516 N039.06.26.600 E117.21.27.000
AA520 N040.21.41.299 E116.34.10.099
AA521 N040.22.19.999 E116.41.11.602
AA522 N040.13.02.600 E116.42.38.200
AA523 N040.13.48.601 E116.51.22.601
AA524 N040.32.06.799 E116.48.33.599
AA525 N040.40.41.200 E116.58.15.600
AA531 N039.52.45.199 E116.37.40.001
AA532 N039.38.38.699 E116.39.48.899
AA533 N039.19.34.500 E116.42.44.798
AA534 N039.08.16.001 E116.44.28.000
AA535 N039.07.26.800 E117.01.35.400
AA536 N039.05.06.000 E117.46.27.001
AA537 N038.54.51.098 E116.42.24.502
AA538 N038.43.46.999 E116.40.43.201
AA543 N040.02.17.498 E116.44.17.902
AA544 N040.03.02.999 E116.52.41.002
AA545 N039.32.08.999 E116.57.20.002
AA546 N039.23.05.600 E117.01.23.401
AA547 N039.01.59.498 E117.10.46.700
AA548 N038.51.33.001 E117.15.23.000
AA553 N039.35.08.099 E116.03.01.501
AA554 N039.35.57.199 E115.50.19.601
AA561 N040.25.25.100 E115.44.26.801
AA562 N040.13.49.001 E115.43.30.799
AA563 N040.12.58.000 E116.01.05.999
AA564 N040.02.13.301 E116.02.46.500
AA565 N039.49.42.100 E116.04.42.802
AA566 N039.42.40.500 E116.05.47.800
AA567 N039.25.30.500 E116.08.25.501
AA568 N039.01.44.000 E116.12.01.001
AA571 N039.53.43.001 E116.32.13.999
AA572 N039.45.26.201 E116.30.33.800
AA573 N039.44.45.899 E116.20.10.399
AA574 N039.43.30.799 E116.01.19.499
AA575 N039.44.28.799 E115.46.12.299
AA576 N039.51.26.201 E115.44.48.401
AA580 N040.24.23.101 E116.31.15.701
AA581 N040.24.21.301 E116.27.01.300
AA582 N040.24.11.999 E116.09.23.000
AA591 N040.21.35.600 E116.33.08.100
ABIBB N037.42.03.820 E112.42.39.218
ABOM N036.46.47.348 E117.12.53.989
ABTUB N036.00.02.002 E117.22.04.001
AD608 N039.06.29.002 E116.27.36.000
AD611 N039.29.26.002 E116.38.29.000
AD612 N039.32.44.999 E116.47.12.001
AD613 N039.35.58.999 E116.55.43.000
AD614 N039.40.58.001 E117.08.57.998
AD615 N040.04.07.000 E117.04.43.000
AD616 N040.24.49.000 E117.00.52.999
AD620 N039.06.38.002 E116.29.12.998
AD621 N039.07.23.999 E116.37.28.999
AD622 N039.34.14.002 E116.33.20.999
AD623 N039.35.33.000 E116.48.25.999
AD624 N039.58.09.998 E116.44.56.000
AD625 N040.07.14.999 E116.51.23.000
AD626 N040.21.27.000 E117.01.30.000
AD627 N039.24.56.999 E116.34.46.999
AD632 N039.28.36.998 E116.46.01.999
AD633 N039.20.21.001 E116.50.13.999
AD634 N039.07.41.999 E116.56.37.000
AD635 N039.06.50.000 E117.14.03.001
AD636 N038.56.53.002 E117.02.03.001
AD641 N039.02.13.999 E116.28.17.000
AD642 N039.01.36.001 E116.45.45.000
AD643 N038.53.44.002 E117.08.58.999
AD645 N039.00.59.000 E116.27.56.999
AD646 N039.15.37.001 E116.36.14.000
AD647 N039.08.04.999 E116.44.46.000
AD650 N039.36.56.002 E116.17.28.000
AD651 N039.40.54.998 E116.22.13.001
AD652 N039.36.42.001 E116.13.26.000
AD653 N039.35.40.999 E115.57.11.002
AD654 N039.26.52.001 E115.58.36.998
AD655 N039.10.09.001 E116.01.18.998
AD656 N039.03.05.000 E116.02.16.001
AD660 N039.06.25.999 E116.27.04.000
AD661 N039.04.55.999 E116.11.31.999
AD662 N038.56.01.000 E115.59.28.000
AD663 N039.36.51.001 E116.15.54.000
AD664 N039.40.23.002 E116.16.13.001
AD665 N039.39.29.002 E116.06.16.999
AD682 N039.29.53.002 E116.07.45.001
AD683 N039.27.18.000 E115.44.57.001
AD684 N039.53.53.999 E115.36.18.000
AD709 N039.47.22.999 E116.21.11.002
AD711 N039.29.26.002 E116.38.29.000
AD712 N039.32.44.999 E116.47.12.001
AD713 N039.35.58.999 E116.55.43.000
AD714 N039.40.58.001 E117.08.57.998
AD715 N040.04.07.000 E117.04.43.000
AD716 N040.24.49.000 E117.00.52.999
AD720 N039.47.31.999 E116.22.50.002
AD721 N039.48.19.001 E116.31.08.000
AD722 N039.34.14.002 E116.33.20.999
AD723 N039.35.33.000 E116.48.25.999
AD724 N039.58.09.998 E116.44.56.000
AD725 N040.07.14.999 E116.51.23.000
AD732 N039.28.36.998 E116.46.01.999
AD733 N039.20.21.001 E116.50.13.999
AD734 N039.07.41.999 E116.56.37.000
AD735 N039.06.50.000 E117.14.03.001
AD736 N038.56.53.002 E117.02.03.001
AD741 N039.27.47.002 E116.34.21.000
AD742 N039.04.12.000 E116.37.59.002
AD743 N039.01.36.001 E116.45.45.000
AD744 N038.53.44.002 E117.08.58.999
AD751 N039.20.26.999 E116.25.23.999
AD752 N039.04.39.000 E116.27.51.998
AD753 N038.50.11.000 E116.15.02.002
AD754 N039.04.08.000 E116.27.24.998
AD760 N039.47.20.000 E116.20.39.001
AD761 N039.46.32.002 E116.12.15.998
AD762 N039.45.51.998 E116.05.17.999
AD763 N039.23.26.999 E116.08.44.002
AD764 N039.01.44.000 E116.12.01.001
AD765 N038.57.38.002 E116.02.60.000
AD766 N039.17.25.001 E116.25.54.998
AD767 N039.17.21.998 E116.25.23.002
AD768 N039.15.52.999 E116.09.56.002
AD771 N039.20.13.999 E116.24.54.000
AD772 N039.12.23.000 E116.06.32.000
AD773 N039.09.15.001 E115.59.15.000
AD783 N039.29.53.002 E116.07.45.001
AD784 N039.27.18.000 E115.44.57.001
AD785 N039.53.53.999 E115.36.18.000
AD790 N039.27.55.001 E116.43.00.998
ADBES N038.25.10.999 E114.02.20.000
AGOGU N037.58.27.001 E116.30.20.999
AGRIV N042.20.28.000 E117.01.26.000
AGSOS N034.25.30.000 E114.26.16.001
AKOMA N034.41.29.000 E114.45.10.001
AKPAD N042.11.06.000 E116.28.30.000
ALBOD N038.05.10.000 E115.18.04.000
ALGOV N040.11.55.000 E109.57.55.001
AMVIK N040.04.00.001 E116.59.30.001
AMVOG N038.25.23.002 E114.43.23.999
ANDIN N041.04.41.999 E118.42.54.000
ANOBI N040.13.17.000 E119.10.45.001
ANOLO N040.06.29.999 E114.00.00.000
ANPIG N037.03.15.001 E112.51.01.001
ANRAT N038.39.29.999 E119.57.24.001
APEXU N038.39.22.000 E113.56.03.001
APOGO N037.55.45.998 E110.39.52.999
AREKU N038.37.44.000 E115.02.21.998
ART33 N038.58.12.000 E118.02.17.999
ASAVA N040.20.12.998 E116.19.36.001
ASILA N041.57.31.000 E115.57.06.998
ASURI N042.36.09.000 E111.54.02.002
ATKEV N037.42.56.002 E115.18.29.999
ATMEM N032.53.03.998 E114.41.02.000
ATPIR N038.16.54.001 E115.54.47.002
ATPOK N040.06.49.000 E112.02.56.000
ATRAR N038.17.39.998 E115.04.59.999
AVBER N037.16.59.999 E114.48.51.001
AVBOX N038.38.52.001 E116.22.41.002
AVKES N037.33.29.999 E112.29.57.001
AVLIS N037.29.48.001 E115.09.13.000
AVLUV N038.06.37.001 E115.34.00.998
AVMOS N041.14.31.999 E116.31.23.999
AVNOD N033.07.45.998 E115.33.25.999
BA27A N040.34.43.421 E109.24.30.769
BA27B N040.25.09.379 E110.34.48.191
BA27C N040.24.29.999 E109.26.24.000
BA27D N040.38.55.831 E110.34.35.850
BADLG N040.21.56.999 E116.00.00.000
BASOV N037.27.24.001 E118.13.00.001
BAXOD N040.37.25.000 E111.55.45.998
BEBAN N038.24.24.998 E119.58.59.999
BEGRI N040.06.29.999 E114.30.00.000
BEKDO N038.15.33.001 E116.14.39.001
BELAX N038.43.12.000 E115.31.35.000
BELUM N033.46.50.002 E114.46.18.998
BIKUT N040.30.24.998 E113.59.31.999
BIMEG N039.19.59.999 E117.54.00.000
BISAL N037.06.02.002 E112.13.36.998
BIVAT N036.39.50.000 E111.57.10.001
BOBAK N039.07.36.001 E116.24.18.000
BONLU N038.35.40.999 E114.31.09.998
BOTPU N039.59.07.001 E115.28.30.000
BUMDU N040.42.50.000 E117.16.54.998
BUTPO N041.50.08.999 E112.54.15.001
BUVMA N038.06.47.002 E116.22.43.000
CC304 N034.32.04.999 E113.27.20.999
CC305 N034.29.55.000 E113.33.43.999
CC306 N034.26.02.000 E113.45.11.002
CC309 N034.25.16.000 E114.07.44.000
CC312 N034.26.17.002 E114.08.15.000
CC315 N035.05.31.999 E113.37.46.999
CC317 N034.45.38.002 E113.35.39.998
CC350 N034.32.08.002 E113.43.36.998
CC401 N034.46.09.998 E113.45.37.001
CC405 N034.39.01.001 E113.30.47.002
CC406 N034.37.59.999 E113.30.15.998
CC407 N034.23.16.001 E113.53.15.000
CC408 N034.25.46.999 E113.45.54.000
CC409 N034.28.49.001 E113.37.00.001
CC410 N034.37.14.999 E113.36.02.999
CC413 N034.36.13.000 E113.35.31.999
CC418 N034.43.19.999 E113.44.12.001
CC449 N034.29.58.999 E113.57.28.001
CC450 N034.24.43.999 E113.58.50.999
CC451 N034.27.51.998 E114.03.38.002
CC452 N034.34.36.001 E113.59.46.000
CC501 N034.36.32.000 E113.38.10.000
CC502 N034.32.53.999 E113.36.23.000
CC503 N034.41.10.000 E113.40.27.998
CC504 N034.26.38.000 E113.33.07.999
CC505 N034.24.25.999 E113.39.36.000
CC506 N034.16.25.000 E113.35.28.000
CC507 N034.06.20.002 E113.30.15.998
CC510 N034.44.04.999 E113.41.22.999
CC512 N034.05.55.000 E114.26.35.002
CC513 N034.07.59.999 E114.20.35.002
CC514 N034.10.05.002 E114.14.35.002
CC515 N034.12.15.001 E114.08.17.002
CC516 N034.14.19.000 E114.02.16.001
CC517 N034.17.15.000 E114.10.46.999
CC518 N034.15.04.000 E114.17.04.999
CC519 N034.12.59.000 E114.23.04.999
CC520 N034.10.54.001 E114.29.04.999
CC521 N034.16.50.999 E114.32.04.999
CC522 N034.18.56.002 E114.26.04.999
CC523 N034.21.01.001 E114.20.03.998
CC524 N034.23.11.000 E114.13.45.001
CC526 N034.34.17.000 E114.00.42.998
CC527 N034.30.55.001 E114.10.34.000
CC528 N034.28.50.002 E114.16.35.000
CC529 N034.26.39.998 E114.22.54.001
CC530 N034.24.34.999 E114.28.54.998
CC531 N034.22.28.999 E114.34.55.999
CC532 N034.17.52.001 E114.32.35.999
CC533 N034.19.57.000 E114.26.35.999
CC534 N034.22.01.999 E114.20.35.002
CC535 N034.24.13.000 E114.14.16.001
CC537 N033.59.21.998 E114.16.14.999
CC538 N034.04.43.000 E114.13.10.999
CC539 N034.07.16.000 E114.05.48.001
CC540 N034.09.20.002 E113.59.48.001
CC541 N034.27.42.001 E113.40.16.000
CC543 N034.21.23.000 E113.58.46.999
CC561 N034.29.24.000 E114.05.57.001
CC562 N034.27.06.998 E114.10.52.000
CC563 N034.25.09.998 E114.13.39.000
CC565 N034.14.56.000 E114.07.18.001
CC568 N034.18.55.001 E113.29.08.999
CC571 N033.52.39.000 E114.02.38.000
CC572 N034.08.07.001 E113.57.47.002
CC573 N034.14.08.999 E113.40.08.000
CC574 N034.16.12.000 E113.34.07.000
CC575 N034.18.24.001 E113.27.38.999
CC576 N034.27.05.000 E113.24.52.999
CC577 N034.25.01.999 E113.30.55.001
CC578 N034.22.50.002 E113.37.23.999
CC579 N034.20.47.000 E113.43.25.000
CC581 N034.27.51.001 E113.39.51.998
CC582 N034.30.02.999 E113.33.23.000
CC583 N034.41.43.001 E113.38.47.000
CC584 N034.40.23.999 E113.42.45.000
CC585 N034.38.35.002 E113.48.04.000
CC587 N034.42.38.002 E113.46.45.998
CC589 N034.20.51.000 E114.00.19.001
CC591 N034.24.24.998 E113.49.54.998
CC592 N034.40.46.999 E113.52.23.999
CD01 N034.53.36.449 E118.24.00.169
CD01 N036.41.59.420 E117.12.54.000
CD08 N035.04.53.108 E110.52.37.790
CD08 N039.37.21.760 E118.52.55.409
CD12 N043.27.43.240 E111.55.54.919
CD13 N037.52.55.790 E112.25.56.140
CD13 N039.36.10.141 E109.40.29.100
CD13 N040.38.45.128 E109.52.05.369
CD15 N038.24.34.268 E114.34.43.252
CD16R N039.16.19.088 E117.14.51.000
CD19 N035.12.24.131 E118.24.11.970
CD19 N037.01.30.900 E117.12.54.000
CD26 N035.08.11.512 E111.10.25.792
CD31 N037.38.10.241 E112.49.43.471
CD31 N039.24.13.201 E110.04.13.811
CD31 N040.27.47.740 E110.10.45.710
CD33 N038.08.02.490 E114.48.02.678
CD34L N038.59.30.959 E117.24.16.499
CF26 N039.42.19.850 E119.13.56.039
CF30 N043.21.45.652 E112.19.07.000
CF33 N038.08.22.369 E114.48.42.430
CG12A N034.42.42.091 E113.46.47.759
CG12B N034.42.59.490 E113.46.42.038
CGO36 N035.05.33.760 E113.37.44.000
CGO40 N033.52.42.949 E114.02.39.350
CI01Y N034.53.36.499 E118.24.47.999
CI01Y N036.41.55.860 E117.12.57.510
CI08 N040.47.52.609 E111.36.22.831
CI12L N034.37.14.210 E113.36.03.870
CI12R N034.36.13.489 E113.35.30.671
CI13 N037.52.41.272 E112.24.30.460
CI13 N039.35.26.819 E109.39.50.720
CI13 N040.38.29.771 E109.51.47.740
CI15 N038.24.53.100 E114.35.16.649
CI19Y N035.12.25.402 E118.24.47.999
CI19Y N037.01.27.689 E117.12.57.330
CI26 N035.08.33.191 E111.10.21.029
CI26Y N040.55.38.770 E112.09.21.251
CI26Z N040.56.22.780 E112.12.30.470
CI30L N034.25.14.970 E114.07.44.861
CI30R N034.26.18.499 E114.08.11.119
CI31 N037.37.01.250 E112.50.41.680
CI31 N039.23.28.050 E110.03.39.240
CI31 N040.27.09.479 E110.10.20.212
CQ13 N037.52.15.560 E112.25.14.081
CQ15 N038.24.52.898 E114.35.17.740
CQ19 N037.00.36.850 E117.12.57.539
CQ26 N040.56.30.991 E112.08.58.042
D001L N037.01.59.171 E117.11.51.270
D005G N036.56.48.530 E117.12.54.000
D005S N037.09.13.489 E117.12.54.000
D008E N036.54.59.980 E117.13.13.570
D010M N037.02.28.111 E117.14.15.641
D011E N039.34.22.390 E109.52.25.129
D011I N039.38.33.029 E109.53.01.439
D011O N039.44.19.151 E109.53.51.698
D011T N039.49.17.519 E109.54.35.150
D014L N037.02.03.901 E117.15.17.010
D031G N040.57.08.780 E111.54.26.060
D033Z N038.39.48.910 E114.57.21.560
D039M N037.00.57.089 E117.22.07.000
D041Z N038.37.38.960 E115.02.04.420
D045N N040.54.15.181 E112.05.49.088
D046P N040.55.27.890 E112.07.43.658
D048L N040.58.46.340 E112.02.03.660
D048T N041.06.20.092 E112.11.08.711
D048V N041.06.20.092 E112.11.08.711
D051V N041.06.07.808 E112.11.24.731
D054L N040.59.03.570 E112.02.24.050
D058S N041.02.04.740 E112.10.30.760
D060P N041.01.47.410 E112.10.47.190
D062Q N037.53.57.368 E112.55.21.990
D067L N036.55.48.180 E117.25.51.290
D067N N036.56.46.061 E117.27.53.899
D069T N037.53.19.500 E113.00.05.861
D071N N040.57.31.831 E112.09.50.288
D072H N036.53.07.440 E117.22.04.760
D074N N040.56.56.018 E112.10.24.240
D074P N040.57.54.299 E112.13.46.661
D076M N034.23.44.149 E114.19.53.440
D077S N040.56.47.389 E112.14.16.462
D080F N039.42.08.341 E119.13.06.359
D081O N037.48.15.239 E112.55.38.510
D081T N037.49.21.680 E113.01.47.719
D083S N040.55.51.398 E112.17.29.069
D085K N035.08.47.760 E111.15.07.690
D085P N035.09.33.959 E111.21.09.202
D085R N035.09.53.280 E111.23.41.060
D087C N038.27.45.652 E114.37.28.942
D091T N035.08.06.450 E111.26.21.109
D106J N040.41.32.590 E112.06.53.752
D106L N034.28.35.220 E114.04.47.881
D111L N034.27.29.999 E114.04.41.999
D111W N034.24.17.150 E114.17.17.880
D113H N035.04.35.040 E111.11.15.389
D113M N039.25.08.749 E110.07.33.679
D113T N040.44.58.351 E112.15.32.969
D113V N035.00.09.169 E111.27.25.960
D116I N034.40.21.990 E113.42.40.061
D116M N034.38.33.371 E113.48.03.499
D116Y N034.34.16.730 E114.00.43.981
D118M N034.38.32.482 E113.48.03.060
D118M N039.24.05.450 E110.07.01.268
D118N N034.13.38.309 E114.20.14.089
D120O N037.38.17.768 E112.54.10.411
D123L N034.25.15.668 E114.03.17.212
D123M N043.18.53.330 E112.23.28.399
D123O N037.37.36.001 E112.53.42.871
D123Y N038.04.51.820 E115.09.46.102
D127N N038.59.21.941 E117.36.53.471
D128K N043.18.57.470 E112.20.22.690
D129Q N037.35.06.950 E112.54.43.178
D129Y N038.02.45.352 E115.08.08.261
D131M N039.21.33.401 E110.05.05.150
D133M N040.25.15.251 E110.13.31.170
D134I N038.10.06.121 E114.51.20.131
D136M N039.20.40.949 E110.04.09.188
D136O N037.34.50.228 E112.51.13.399
D139L N040.25.02.939 E110.11.12.109
D139O N037.34.16.090 E112.50.32.489
D140I N038.09.27.878 E114.50.32.302
D142H N034.13.35.429 E114.10.59.660
D143L N040.24.28.080 E110.10.24.679
D147O N039.17.36.521 E110.03.40.601
D150M N036.39.34.621 E117.21.57.211
D152K N038.08.27.442 E114.50.00.262
D160E N034.14.53.041 E114.07.18.599
D160F N034.14.04.358 E114.07.47.010
D160F N039.04.00.080 E117.34.34.619
D160M N043.13.07.270 E112.15.25.711
D160O N043.11.13.499 E112.16.20.831
D160P N034.04.46.150 E114.13.09.059
D162O N034.29.39.671 E113.39.47.110
D162T N037.26.19.669 E112.46.36.440
D162U N034.24.16.178 E113.42.23.918
D162V N034.22.58.080 E113.43.01.718
D168T N040.31.58.868 E111.58.04.688
D169Z N036.24.40.730 E117.21.52.859
D170M N040.40.01.441 E111.57.51.901
D170Q N037.28.27.170 E112.42.42.300
D174J N040.33.40.072 E111.56.26.621
D175T N037.25.07.291 E112.41.07.642
D185W N036.26.58.132 E117.12.49.162
D186K N036.38.41.089 E117.12.54.000
D186M N036.36.54.000 E117.13.00.001
D186N N036.36.16.891 E117.12.54.000
D186P N036.33.46.660 E117.12.51.772
D186Q N036.32.58.621 E117.12.54.000
D188J N034.21.00.461 E113.49.44.422
D188N N040.19.24.550 E109.58.56.521
D188Q N034.14.12.761 E113.49.09.818
D188R N040.15.25.960 E109.58.13.620
D189X N040.09.29.999 E109.57.36.000
D196E N039.24.59.069 E109.50.33.248
D196F N038.09.10.480 E114.51.53.431
D196K N034.52.08.940 E118.22.28.711
D196L N039.17.25.710 E109.48.35.950
D196L N040.32.00.391 E111.51.04.320
D196O N039.14.40.841 E109.47.53.401
D196U N039.08.59.320 E109.46.25.439
D197F N038.09.11.542 E114.51.45.821
D199K N034.52.15.820 E118.21.47.549
D203E N038.09.43.531 E114.51.10.231
D203T N037.25.57.742 E112.29.01.478
D204E N038.09.42.638 E114.51.02.221
D206E N034.38.57.350 E113.30.43.780
D206M N034.31.59.300 E113.27.19.919
D210L N037.33.43.960 E112.30.22.680
D211E N036.45.41.580 E117.10.30.641
D211Q N037.29.35.300 E112.27.51.361
D216T N037.27.54.371 E112.23.53.250
D225T N037.29.46.111 E112.20.42.709
D228F N041.46.23.959 E113.03.39.420
D241M N036.42.42.001 E116.59.48.001
D242K N034.56.49.819 E118.13.42.380
D242L N034.12.58.561 E113.52.27.671
D244Q N037.36.14.040 E112.18.46.192
D247T N037.35.46.432 E112.14.46.630
D254H N034.59.59.791 E118.15.46.141
D254M N034.58.06.820 E118.10.07.820
D256T N037.38.40.301 E112.13.15.031
D259T N037.39.40.540 E112.12.52.229
D268K N040.32.02.620 E109.45.34.819
D274T N037.44.51.299 E112.11.58.981
D278F N035.03.13.561 E118.17.29.821
D280J N037.46.08.310 E112.24.41.191
